"TOA5","CR1000","CR1000","24446","CR1000.Std.16","CPU:praktikumAWS_A.CR1","26236","Daten"
"TIMESTAMP","RECORD","BattV","PTemp_C","AirTC_1","RH_1","AirTC_2","RH_2","SlrW_1","SlrW_2","NR_Wm2","H_Flux","WS_ms","WindDir","WindDir_Std","Rain_mm_Tot","T107C_1","T107C_2","T107C_3"
"2014-08-17 11:40:00",255,12.45,7.421,4.835,57.08,5.805,55.27,885,146.8,718.2,3.687,3.018,18.85,102.7,0,4.135,3.98,6.786
"2014-08-17 11:50:00",256,12.46,7.464,6.178,54.26,6.764,56.51,902,147.1,725.1,4.741,3.214,354.5,86,0,4.552,4.115,7.336
"2014-08-17 12:00:00",257,12.46,7.618,6.248,53.05,6.936,52.86,918,147.4,738.4,5.584,3.234,350.4,111.5,0,4.96,4.232,7.968
"2014-08-17 12:10:00",258,12.46,7.706,5.805,56.04,6.592,56.07,929,147.8,767.8,4.425,2.92,2.21,141.3,0,5.349,4.367,8.71
"2014-08-17 12:20:00",259,12.46,7.862,5.986,56.86,6.764,55.33,942,149.1,760.9,4.425,2.019,7.19,165.1,0,5.728,4.512,9.34
"2014-08-17 12:30:00",260,12.47,8.06,6.613,50.41,7.056,49.9,949,149.8,756.6,4.53,1.509,354.5,159.8,0,6.138,4.677,10.12
"2014-08-17 12:40:00",261,12.47,8.37,6.248,51.68,7.118,50.39,959,149.4,789.3,3.582,1.607,17.05,116.1,0,6.587,4.88,10.88
"2014-08-17 12:50:00",262,12.47,8.59,6.704,49.58,7.46,50.23,964,149.8,763.9,3.055,2.136,36.1,65.59,0,7.009,5.065,11.54
"2014-08-17 13:00:00",263,12.47,8.83,6.41,58.74,7.289,56.94,967,149.8,779.4,2.002,2.96,19.82,115.4,0,7.452,5.26,12.19
"2014-08-17 13:10:00",264,12.47,8.99,6.794,47.47,7.571,46.9,972,149.1,795.5,1.58,3.018,353,34.27,0,7.916,5.484,12.78
"2014-08-17 13:20:00",265,12.48,9.12,6.41,57.74,7.359,55.51,972,146.1,793.8,2.001,2.626,41.78,115,0,8.32,5.688,13.31
"2014-08-17 13:30:00",266,12.47,9.19,6.714,54.07,7.682,52.72,985,145.7,810,1.053,3.195,9.62,44.91,0,8.78,5.903,13.83
"2014-08-17 13:40:00",267,12.48,9.37,6.936,50.82,7.904,50.92,988,149.4,790.9,5.794,2.156,33.18,151.2,0,9.16,6.118,14.38
"2014-08-17 13:50:00",268,12.48,9.75,7.097,54.73,7.944,51.59,975,147.1,811,5.162,2.705,-1.385,96.4,0,9.6,6.372,14.95
"2014-08-17 14:00:00",269,12.48,10,7.289,56.91,8.29,55.29,965,145.7,773,9.59,4.057,2.526,152,0,9.97,6.626,15.43
"2014-08-17 14:10:00",270,12.49,10.2,7.4,54,8.64,52.59,948,143.1,746.5,10.53,2.587,15.21,108.9,0,10.4,6.89,15.87
"2014-08-17 14:20:00",271,12.49,10.38,7.248,52.84,8.14,49.78,953,143.1,788.9,11.59,1.842,4.567,162,0,10.8,7.125,16.23
"2014-08-17 14:30:00",272,12.49,10.56,7.874,57.68,8.65,55.5,932,140.1,730.6,16.75,2.685,27.33,157.5,0,11.17,7.34,16.65
"2014-08-17 14:40:00",273,12.49,10.88,8.71,53.74,9.53,52.3,930,142.7,792.1,28.97,4.371,229.2,106.3,0,11.54,7.645,17.18
"2014-08-17 14:50:00",274,12.49,11.27,8.5,48.28,9.97,46.35,910,142.1,769.9,36.87,1.862,224.8,38.69,0,11.9,7.911,17.53
"2014-08-17 15:00:00",275,12.5,11.7,8.4,52.29,9.34,49.82,669.9,110,520.9,36.34,2.901,23.87,141.4,0,12.26,8.11,17.9
"2014-08-17 15:10:00",276,12.5,11.79,8.59,55.57,9.35,55.42,918,164.8,722.3,27.28,3.195,278.4,124,0,12.54,8.37,18.09
"2014-08-17 15:20:00",277,12.49,11.96,8.99,48.55,9.74,47.49,962,156.8,831,41.71,3.234,204.2,39.79,0,12.88,8.64,18.21
"2014-08-17 15:30:00",278,12.5,12.26,9.24,49.96,9.54,48.57,870,138.4,705.4,46.87,2.528,172.6,70.32,0,13.16,8.89,18.55
"2014-08-17 15:40:00",279,12.5,12.49,8.63,49.69,9.32,47.37,845,133.7,691.5,39.6,1.842,176.5,16.67,0,13.4,9.1,18.71
"2014-08-17 15:50:00",280,12.5,12.63,8.87,52.45,9.64,51.77,796.5,126.3,688.9,36.34,5.155,214.3,40.11,0,13.67,9.37,18.73
"2014-08-17 16:00:00",281,12.51,12.65,8.51,53.77,9.5,52.38,809,128.4,636.7,38.02,2.195,222.8,27.22,0,13.9,9.6,18.72
"2014-08-17 16:10:00",282,12.51,12.67,8.67,52.21,9.6,51.31,773.8,123,662.5,40.87,2.96,208.6,38.56,0,14.06,9.78,18.75
"2014-08-17 16:20:00",283,12.51,12.72,8.95,52.25,9.49,50.21,608.4,120.3,561.3,42.24,1.921,246.2,25.94,0,14.18,10,18.82
"2014-08-17 16:30:00",284,12.51,12.79,8.9,53.62,9.6,51.98,718.7,115,532.1,39.81,1.627,207.1,42.67,0,14.4,10.16,18.87
"2014-08-17 16:40:00",285,12.51,12.84,8.51,53.02,9.6,51.73,688.6,111,530.2,36.87,3.704,209.1,30.11,0,14.49,10.4,18.82
"2014-08-17 16:50:00",286,12.51,12.79,8.59,49.44,9.36,47.69,648.1,105,473.3,37.29,2.234,211.7,28.56,0,14.65,10.54,18.75
"2014-08-17 17:00:00",287,12.51,12.72,8.59,50.72,9.42,48.79,621.7,101.3,474.3,30.97,3.724,235.8,26.02,0,14.77,10.73,18.7
"2014-08-17 17:10:00",288,12.51,12.65,9.07,50.57,9.82,48.11,595,97.6,437.6,30.65,3.763,209.1,27.2,0,14.87,10.88,18.56
"2014-08-17 17:20:00",289,12.51,12.53,8.62,52.14,9.5,49.75,524.5,86.6,333,27.7,2.548,252.1,15.83,0,14.92,11.06,18.34
"2014-08-17 17:30:00",290,12.51,12.49,8.95,51.4,9.62,49.49,440.2,73.54,310.6,23.17,4.684,209.7,24.75,0,14.93,11.18,18.19
"2014-08-17 17:40:00",291,12.51,12.3,8.92,52.42,9.66,50.59,464.9,77.88,316.2,21.7,2.234,199.6,21.05,0,14.96,11.31,17.88
"2014-08-17 17:50:00",292,12.51,12.21,8.59,52.62,9.4,50.07,444.9,75.88,296,18.12,2.234,211.8,22.63,0,14.92,11.43,17.66
"2014-08-17 18:00:00",293,12.51,12.09,8.81,54.83,9.34,53.6,268.1,47.47,135.9,14.32,1.94,180.7,21.67,0,14.92,11.55,17.36
"2014-08-17 18:10:00",294,12.51,11.86,8.43,55.1,8.9,53.92,89.9,69.52,282.1,5.898,1.999,185.1,25.82,0,14.87,11.67,17.14
"2014-08-17 18:20:00",295,12.51,11.56,8.29,54.13,8.69,52.33,98.3,55.48,174.9,1.264,2.862,222.6,17.9,0,14.79,11.69,16.79
"2014-08-17 18:30:00",296,12.51,11.22,8.15,58.11,8.3,56.69,281.4,49.47,131.3,-2.633,1.96,155.8,19.54,0,14.7,11.77,16.33
"2014-08-17 18:40:00",297,12.5,10.79,7.622,60.22,7.854,59.29,87.2,15.38,-35.39,-6.214,4.292,227.6,19.3,0,14.59,11.83,15.89
"2014-08-17 18:50:00",298,12.5,10.27,7.5,62,7.318,61.13,88.9,14.71,-24.81,-11.48,3.116,218.4,19.01,0,14.44,11.86,15.47
"2014-08-17 19:00:00",299,12.5,9.71,7.289,60.89,7.097,60.45,98.6,17.38,-8.93,-9.9,1.784,221.5,21.54,0,14.27,11.88,15.05
"2014-08-17 19:10:00",300,12.5,9.15,7.178,60.35,6.956,59.5,43.13,8.02,-77.08,-17.49,3.959,222.8,14,0,14.08,11.9,14.64
"2014-08-17 19:20:00",301,12.49,8.59,7.016,59.88,6.733,59.72,75.23,13.37,-31.43,-22.44,4.567,245.5,11.9,0,13.9,11.95,14.16
"2014-08-17 19:30:00",302,12.49,8.17,6.834,62.8,6.572,62.19,49.48,9.03,-64.18,-20.86,5.076,228.7,13.62,0,13.66,11.93,13.7
"2014-08-17 19:40:00",303,12.49,7.794,7.026,58.81,6.694,59.19,29.76,5.015,-88,-21.39,2.999,221.1,11.57,0,13.4,11.88,13.27
"2014-08-17 19:50:00",304,12.48,7.421,6.956,59.06,6.491,59.48,17.05,2.675,-104.2,-21.92,1.725,189.1,23.32,0,13.17,11.86,12.84
"2014-08-17 20:00:00",305,12.48,7.094,6.866,59.92,6.38,60.77,13.37,2.006,-101.6,-23.39,3.704,246,23.56,0,12.94,11.77,12.44
"2014-08-17 20:10:00",306,12.48,6.809,6.662,60.78,6.168,61.16,8.36,1.672,-103.6,-24.34,3.842,245.2,20.08,0,12.74,11.76,12.03
"2014-08-17 20:20:00",307,12.47,6.524,6.491,61.08,6.028,61.23,4.347,1.003,-100.3,-23.18,0.902,200.7,27.51,0,12.5,11.69,11.73
"2014-08-17 20:30:00",308,12.47,6.265,6.41,62.36,5.896,62.53,3.009,0.669,-95.6,-24.45,2.626,228.5,16.94,0,12.27,11.57,11.39
"2014-08-17 20:40:00",309,12.47,6.025,6.007,65.91,5.592,65.16,0.669,0.334,-106.2,-22.55,0,280.4,54.81,0,12,11.53,11.05
"2014-08-17 20:50:00",310,12.47,5.657,5.704,68.73,5.361,68.27,0.334,0,-113.5,-22.76,0,12.1,92.7,0,11.84,11.46,10.78
"2014-08-17 21:00:00",311,12.46,5.225,4.956,78.11,4.594,78.27,0,0,-113.5,-22.97,0.725,60.75,111.1,0,11.63,11.38,10.55
"2014-08-17 21:10:00",312,12.46,4.816,5.18,73.36,4.674,73.5,0,0,-112.2,-23.82,1.588,30.93,126.4,0,11.42,11.25,10.3
"2014-08-17 21:20:00",313,12.46,4.451,5.128,74.61,4.594,75.15,0,0,-110.2,-24.55,1.039,132.4,91.6,0,11.24,11.17,9.99
"2014-08-17 21:30:00",314,12.45,4.15,5.018,74.83,4.452,74.69,0,0,-113.5,-24.55,0.372,325.7,109.4,0,11.05,11.07,9.77
"2014-08-17 21:40:00",315,12.45,3.827,4.866,76.26,4.27,77.59,0,0,-108.9,-24.24,1,97.8,128.1,0,10.86,10.94,9.52
"2014-08-17 21:50:00",316,12.45,3.592,5.028,72.07,4.33,73.95,0,0,-110.9,-24.45,0.47,175.5,40.28,0,10.71,10.89,9.31
"2014-08-17 22:00:00",317,12.45,3.4,5.159,69.94,4.552,71.09,0,0,-108.9,-24.56,0.157,29.84,138.8,0,10.51,10.77,9.07
"2014-08-17 22:10:00",318,12.44,3.249,4.997,69.85,4.33,72.48,0,0,-110.2,-24.35,0.745,164.4,32.17,0,10.35,10.67,8.87
"2014-08-17 22:20:00",319,12.44,3.099,5.28,65.3,4.189,71.18,0,0,-110.2,-24.45,1.607,145,20.18,0,10.2,10.61,8.69
"2014-08-17 22:30:00",320,12.43,3.036,5.744,58.51,4.694,63.72,0,0,-112.9,-23.93,0,110.8,18.92,0,10.01,10.53,8.42
"2014-08-17 22:40:00",321,12.44,2.993,5.2,66.33,4.158,71.01,0,0,-111.5,-24.14,1.254,200.8,38.32,0,9.87,10.43,8.23
"2014-08-17 22:50:00",322,12.43,2.907,3.542,89.7,3.159,88,0,0,-107.6,-23.61,0.431,88.3,112.6,0,9.72,10.33,8.09
"2014-08-17 23:00:00",323,12.43,2.695,3.198,92.5,2.836,90.3,0,0,-109.6,-24.03,0.216,17.35,91.9,0,9.58,10.22,7.896
"2014-08-17 23:10:00",324,12.43,2.417,3.208,93.8,2.664,91.3,0,0,-107.6,-23.93,0.392,173.6,86,0,9.37,10.12,7.748
"2014-08-17 23:20:00",325,12.43,2.203,3.007,93.9,2.552,92,0,0,-67.85,-23.61,0.706,45.23,63.77,0,9.26,10.01,7.591
"2014-08-17 23:30:00",326,12.43,2.096,2.916,95.1,2.612,93.4,0,0,-42.03,-20.13,0.235,45.45,0.108,0,9.09,9.93,7.443
"2014-08-17 23:40:00",327,12.43,2.119,2.754,95.6,2.562,93.9,0,0,-31.77,-17.18,0.647,120.7,26.04,0,8.98,9.83,7.323
"2014-08-17 23:50:00",328,12.42,2.162,2.471,95.9,2.228,94.1,0,0,-76.12,-17.08,0.941,198.8,26.3,0,8.86,9.75,7.333
"2014-08-18 00:00:00",329,12.42,2.119,2.633,96.6,2.249,94.9,0,0,-88.4,-18.87,0.706,97,54.92,0,8.74,9.65,7.214
"2014-08-18 00:10:00",330,12.42,1.99,2.774,96.8,2.268,95.1,0,0,-104.3,-20.45,1.313,253,105.8,0,8.68,9.53,7.118
"2014-08-18 00:20:00",331,12.42,1.884,2.794,97,2.259,95.2,0,0,-113.5,-21.29,1.529,193,51.43,0,8.54,9.49,6.97
"2014-08-18 00:30:00",332,12.42,1.778,2.693,97.1,2.148,95.4,0,0,-109.6,-22.03,0,163.2,19.28,0,8.41,9.39,6.803
"2014-08-18 00:40:00",333,12.41,1.606,2.774,97.4,2.208,95.5,0,0,-108.2,-22.45,0.764,141.3,23.02,0,8.34,9.31,6.694
"2014-08-18 00:50:00",334,12.41,1.48,2.754,97.4,2.228,95.5,0,0,-106.9,-22.56,0,32.66,107.7,0,8.21,9.2,6.519
"2014-08-18 01:00:00",335,12.42,1.351,2.602,97.4,1.864,95.1,0,0,-107.6,-22.87,0,238.8,54.91,0,8.11,9.12,6.354
"2014-08-18 01:10:00",336,12.41,1.202,2.693,97.4,1.986,95.4,0,0,-108.2,-22.98,0.686,191.4,46.16,0,8.01,9.05,6.228
"2014-08-18 01:20:00",337,12.41,1.118,2.774,97.1,1.824,94.9,0,0,-104.3,-22.77,1.352,275.4,31.1,0,7.891,8.99,6.092
"2014-08-18 01:30:00",338,12.41,1.096,3.017,96.1,2.208,95.2,0,0,-104.3,-22.45,0.882,77.68,84.5,0,7.775,8.91,5.947
"2014-08-18 01:40:00",339,12.41,1.075,2.764,94.8,1.804,94.2,0,0,-106.2,-22.45,0.921,177.5,78.18,0,7.647,8.81,5.792
"2014-08-18 01:50:00",340,12.41,1.012,2.896,94.2,1.834,94.4,0,0,-107.6,-22.24,1.333,157.5,29.65,0,7.548,8.75,5.694
"2014-08-18 02:00:00",341,12.41,0.969,2.794,92.9,1.702,93.7,0,0,-104.9,-22.13,0,160.7,75.79,0,7.421,8.65,5.558
"2014-08-18 02:10:00",342,12.41,0.883,2.664,93.9,1.773,94.3,0,0,-104.3,-22.24,0.333,74.18,38.77,0,7.353,8.58,5.462
"2014-08-18 02:20:00",343,12.41,0.777,1.966,94.9,1.066,94.2,0,0,-104.6,-22.13,0,213.8,54.74,0,7.227,8.5,5.347
"2014-08-18 02:30:00",344,12.41,0.608,2.006,95.9,1.096,95.2,0,0,-110.5,-22.56,1.254,181.2,78.02,0,7.117,8.4,5.219
"2014-08-18 02:40:00",345,12.4,0.522,2.37,96.4,1.348,95.4,0,0,-104.9,-22.35,0.647,155.7,18.72,0,7.02,8.33,5.122
"2014-08-18 02:50:00",346,12.4,0.436,2.492,96.3,1.47,95.5,0,0,-110.2,-22.35,1.352,168.5,25.51,0,6.873,8.23,4.996
"2014-08-18 03:00:00",347,12.4,0.415,2.36,95.4,1.48,95.3,0,0,-107.6,-22.03,0.353,15.41,50.38,0,6.824,8.18,4.889
"2014-08-18 03:10:00",348,12.4,0.393,2.643,95.8,1.42,95.2,0,0,-104.3,-21.82,0.902,220.7,49.84,0,6.717,8.1,4.755
"2014-08-18 03:20:00",349,12.4,0.393,2.35,95.1,1.156,94.9,0,0,-102.6,-21.61,0.862,157.5,21.21,0,6.62,8.02,4.659
"2014-08-18 03:30:00",350,12.4,0.373,2.128,94.8,1.024,95,0,0,-102.3,-21.61,1.392,182.2,92.6,0,6.521,7.929,4.58
"2014-08-18 03:40:00",351,12.4,0.33,2.268,95.3,1.238,95.4,0,0,-102.3,-21.5,0.431,221.7,16.65,0,6.392,7.829,4.481
"2014-08-18 03:50:00",352,12.4,0.287,2.228,95,1.126,95,0,0,-103.6,-21.61,1.196,189,71.83,0,6.323,7.749,4.364
"2014-08-18 04:00:00",353,12.39,0.287,2.471,94.8,1.298,95.2,0,0,-99,-20.87,1.352,248.3,51.44,0,6.244,7.709,4.296
"2014-08-18 04:10:00",354,12.4,0.309,2.37,94.8,1.42,95.4,0,0,-103.6,-20.66,0,100.6,65.65,0,6.157,7.631,4.2
"2014-08-18 04:20:00",355,12.39,0.287,0.975,94.6,0.256,94.5,0,0,-104.3,-19.71,0,104,87.7,0,6.069,7.553,4.123
"2014-08-18 04:30:00",356,12.39,0.138,1.753,96.5,0.914,95.9,0,0,-110.9,-20.45,1.764,190,30.58,0,5.962,7.454,4.006
"2014-08-18 04:40:00",357,12.39,0.097,1.358,96.5,0.57,95.7,0,0,-101.6,-20.03,0,336.2,107.7,0,5.904,7.395,3.968
"2014-08-18 04:50:00",358,12.39,-0.012,1.156,96.8,0.54,96.1,0,0,-100.9,-19.71,0.804,146.4,61.03,0,5.825,7.296,3.861
"2014-08-18 05:00:00",359,12.39,-0.052,0.792,97,0.438,96.1,0,0,-46.01,-17.18,0,58.53,122.3,0,5.698,7.217,3.822
"2014-08-18 05:10:00",360,12.39,-0.032,0.752,97.3,0.388,96.3,0,0,-23.5,-15.81,1.509,82.5,62.55,0,5.63,7.149,3.793
"2014-08-18 05:20:00",361,12.39,0.031,0.934,97.5,0.61,96.5,0,0,-10.92,-13.91,0.902,140.5,137.1,0,5.591,7.109,3.813
"2014-08-18 05:30:00",362,12.39,0.138,0.894,97.6,0.631,96.6,0,0,-42.7,-12.54,0,170.2,48.09,0,5.523,7.041,3.861
"2014-08-18 05:40:00",363,12.39,0.16,0.59,97.7,0.266,96.6,0,0,-73.15,-14.55,1.294,115.4,59.78,0,5.514,6.983,3.852
"2014-08-18 05:50:00",364,12.39,0.097,0.852,97.9,0.469,96.8,0,0,-40.05,-16.34,1.098,42.68,101.5,0,5.454,6.863,3.841
"2014-08-18 06:00:00",365,12.39,0.074,0.852,98,0.508,96.9,0.334,0.334,-10.59,-14.76,1.45,60.65,126.9,0,5.406,6.854,3.793
"2014-08-18 06:10:00",366,12.39,0.16,0.68,98,0.428,96.8,1.672,0.334,-32.1,-12.54,0,115.4,82.3,0,5.367,6.785,3.793
"2014-08-18 06:20:00",367,12.39,0.181,0.469,98,0.185,96.7,2.675,0.669,-15.56,-12.44,0,219.4,18.7,0,5.327,6.735,3.783
"2014-08-18 06:30:00",368,12.39,0.203,0.57,98.2,0.378,97,4.347,1.003,-33.1,-11.59,1.039,277.9,56.76,0,5.278,6.656,3.772
"2014-08-18 06:40:00",369,12.39,0.266,0.711,98.3,0.499,97.1,5.016,1.003,-3.31,-10.54,0.941,206.1,78.74,0,5.258,6.626,3.83
"2014-08-18 06:50:00",370,12.39,0.352,0.651,98.2,0.448,97,7.692,1.338,-2.648,-10.33,0.314,234.7,23.93,0,5.229,6.587,3.869
"2014-08-18 07:00:00",371,12.39,0.393,0.6,98.3,0.408,97,11.7,2.341,1.986,-9.7,0.431,257.6,33.34,0,5.191,6.529,3.889
"2014-08-18 07:10:00",372,12.39,0.479,0.692,98.3,0.55,97.1,10.7,2.006,-1.324,-9.38,1.274,192.6,30.16,0,5.2,6.48,3.918
"2014-08-18 07:20:00",373,12.39,0.522,0.346,98.3,0.226,97,20.4,3.679,3.972,-9.7,1.627,216.2,31.33,0,5.17,6.381,3.956
"2014-08-18 07:30:00",374,12.4,0.479,0.55,98.5,0.286,97.2,26.75,5.685,8.94,-10.54,0.549,348.1,112.2,0,5.151,6.391,3.947
"2014-08-18 07:40:00",375,12.39,0.522,1.035,98.6,0.813,97.3,70.9,15.05,51.3,-7.273,1.078,345,106.5,0,5.141,6.371,3.975
"2014-08-18 07:50:00",376,12.4,0.648,1.176,98.5,0.934,97.2,60.86,12.71,43.36,-4.954,0.608,275.2,54.18,0,5.14,6.321,4.023
"2014-08-18 08:00:00",377,12.39,0.797,1.096,98.5,0.964,97.2,34.11,7.023,20.52,-5.059,1.058,215.5,96.9,0,5.101,6.262,4.149
"2014-08-18 08:10:00",378,12.39,0.883,0.852,98.5,0.732,97.2,93.3,19.06,83.1,-4.216,0.862,152.4,15.38,0,5.138,6.202,4.177
"2014-08-18 08:20:00",379,12.4,0.969,1.035,98.4,0.864,97.1,119.4,26.42,84.7,-0.738,0.568,17.89,34.01,0,5.108,6.23,4.292
"2014-08-18 08:30:00",380,12.4,1.096,1.318,98.4,1.096,97,126.7,27.42,97.6,2.951,0.431,58.86,83.1,0,5.147,6.162,4.389
"2014-08-18 08:40:00",381,12.4,1.33,1.379,98.3,1.258,96.9,115,24.41,87.7,4.743,1.392,170.4,42.35,0,5.137,6.142,4.612
"2014-08-18 08:50:00",382,12.4,1.48,1.217,98.3,1.196,97,166.2,35.11,134.7,3.795,1.666,165.7,19.63,0,5.232,6.14,4.785
"2014-08-18 09:00:00",383,12.4,1.586,1.228,98.3,1.166,96.9,60.53,18.39,-34.75,0,2.234,194.4,17.24,0,5.251,6.139,4.959
"2014-08-18 09:10:00",384,12.4,1.5,1.884,98.6,1.582,97.3,181.9,40.13,137.4,-8.01,1.372,243.9,23.14,0,5.337,6.117,4.908
"2014-08-18 09:20:00",385,12.4,1.99,2.39,97.7,2.39,96.9,540.1,138.8,372.3,-8.01,1.176,7.631,109.2,0,5.376,6.089,4.812
"2014-08-18 09:30:00",386,12.41,2.907,2.956,96.8,2.997,95.9,575.9,142.1,370.7,-5.903,0,17.5,21.99,0,5.384,6.126,4.733
"2014-08-18 09:40:00",387,12.41,3.807,3.765,95.7,3.522,94.9,590.6,138.1,252.5,-4.111,1.744,22.65,35.55,0,5.335,6.106,4.742
"2014-08-18 09:50:00",388,12.41,4.751,4.047,90.8,4.118,90.3,654.7,148.8,232,-1.792,1.058,77.76,34.06,0,5.373,6.125,4.799
"2014-08-18 10:00:00",389,12.42,5.571,4.432,86.3,4.614,86.1,627.6,136.4,368,-0.738,1.47,10.79,114.5,0,5.381,6.132,4.885
"2014-08-18 10:10:00",390,12.42,6.156,4.209,86.3,4.228,84.9,614.2,130.1,472.8,-1.37,0.784,354.6,153,0,5.408,6.091,5.018
"2014-08-18 10:20:00",391,12.43,6.613,4.502,86.3,4.876,83.6,735.2,149.8,540.3,0.421,2.195,4.471,161,0,5.456,6.119,5.387
"2014-08-18 10:30:00",392,12.43,6.963,4.462,87.4,5.219,85.5,744.5,149.8,552.2,0.948,2.47,15.16,135,0,5.543,6.109,5.943
"2014-08-18 10:40:00",393,12.44,7.268,4.835,84.7,5.3,81.5,762.2,150.1,573.3,0.737,2.332,25.51,158.3,0,5.679,6.119,6.402
"2014-08-18 10:50:00",394,12.44,7.598,5.572,82.7,5.896,79.15,787,151.4,614,0.843,0.804,33.69,118.3,0,5.902,6.117,6.626
"2014-08-18 11:00:00",395,12.44,8.04,5.896,79.87,6.108,76.82,812,152.1,631.5,0.948,1.803,18,144.5,0,6.036,6.182,7.025
"2014-08-18 11:10:00",396,12.45,8.35,5.886,81.9,6.452,77.98,837,152.5,660.7,1.264,1.392,43.43,126.4,0,6.218,6.237,7.741
"2014-08-18 11:20:00",397,12.45,8.63,6.259,79.41,7.178,77,865,152.1,673.9,1.58,3.136,21.96,145.8,0,6.451,6.265,8.46
"2014-08-18 11:30:00",398,12.45,8.86,7.066,72.95,7.561,72.19,916,156.1,694.7,4.214,1.803,148.8,119.4,0,6.725,6.333,9.2
"2014-08-18 11:40:00",399,12.46,8.9,7.198,68.68,7.904,66.8,910,149.8,816,10.01,4.567,173.4,15.02,0,7.108,6.431,9.83
"2014-08-18 11:50:00",400,12.46,8.92,7.864,65.54,8.58,64.52,917,148.4,767.4,8.11,4.704,189.3,15.72,0,7.432,6.548,10.12
"2014-08-18 12:00:00",401,12.46,9.12,7.43,74.97,8.46,69.79,920,146.7,723.8,9.9,3.234,30.12,94.3,0,7.738,6.646,10.57
"2014-08-18 12:10:00",402,12.46,9.41,7.157,77.56,8.26,74.76,947,150.1,763.1,6.215,1.784,316.2,142.2,0,8.05,6.784,11.26
"2014-08-18 12:20:00",403,12.47,9.75,8.56,66.63,9.2,64.54,969,152.8,714.5,6.742,2.411,306.2,99.3,0,8.38,6.941,11.99
"2014-08-18 12:30:00",404,12.47,10.11,7.5,79.61,8.24,74.51,978,153.4,785.2,8.01,0.843,44.4,105,0,8.76,7.068,12.75
"2014-08-18 12:40:00",405,12.47,10.45,8.37,68.7,8.87,67.26,992,154.8,768.7,7.9,1.725,147.2,102.7,0,9.11,7.234,13.5
"2014-08-18 12:50:00",406,12.47,10.77,8.05,65.11,8.82,61.87,1013,157.4,912,14.33,2.744,163.7,23.59,0,9.58,7.391,14.22
"2014-08-18 13:00:00",407,12.48,10.93,8.37,61.91,9.11,59.26,1018,156.1,855,16.22,0.921,161.6,21.06,0,10.01,7.587,14.81
"2014-08-18 13:10:00",408,12.48,11.15,8.81,59.92,9.92,55.84,1022,156.4,917,16.64,3.136,209.2,21.6,0,10.39,7.774,15.29
"2014-08-18 13:20:00",409,12.48,11.36,8.85,63.5,9.81,59.52,1025,156.4,909,19.49,5.468,165.9,26.09,0,10.8,8.02,15.86
"2014-08-18 13:30:00",410,12.49,11.43,8.48,63.61,9.56,60.3,1008,153.4,919,18.22,4.234,148.6,18.95,0,11.21,8.22,16.19
"2014-08-18 13:40:00",411,12.49,11.49,8.37,64.71,9.55,59.65,1047,158.4,920,20.64,3.352,118,24.26,0,11.58,8.41,16.57
"2014-08-18 13:50:00",412,12.49,11.63,9.45,58.17,10.38,55.64,1061,160.4,904,23.38,3.43,206.6,28.06,0,11.93,8.63,17.15
"2014-08-18 14:00:00",413,12.49,11.93,9.72,58.98,11.04,54.57,1035,157.8,873,24.44,4.018,174.3,39.67,0,12.24,8.88,17.53
"2014-08-18 14:10:00",414,12.49,12.26,9.34,59.65,10.5,55.09,1003,151.7,796.7,26.44,3.116,116.8,51.61,0,12.57,9.07,17.96
"2014-08-18 14:20:00",415,12.49,12.51,9.45,56.87,10.71,52.98,985,148.7,797.4,18.85,3.548,239,52.63,0,12.99,9.26,18.38
"2014-08-18 14:30:00",416,12.49,12.7,9.94,56.58,10.96,51.41,963,144.7,773.9,24.12,1.196,98.9,55.11,0,13.28,9.51,18.68
"2014-08-18 14:40:00",417,12.49,12.95,9.7,54.07,10.93,50.71,944,144.4,783.2,26.33,3.371,169.9,41.97,0,13.56,9.75,18.98
"2014-08-18 14:50:00",418,12.49,13.21,10.57,53.05,11.19,51.6,943,147.1,786.8,35.07,2.881,206.8,66.96,0,13.88,9.95,19.24
"2014-08-18 15:00:00",419,12.5,13.45,9.62,56.54,10.91,52.28,914,150.1,698.2,29.39,2.666,209.9,27.99,0,14.21,10.18,19.52
"2014-08-18 15:10:00",420,12.5,13.54,9.82,59.35,11.13,55.15,913,160.1,727.6,26.65,5.527,234.3,30.5,0,14.49,10.44,19.71
"2014-08-18 15:20:00",421,12.5,13.59,10.18,54.11,11.19,50.47,885,141.7,742.5,35.6,5.802,202.2,25.24,0,14.73,10.61,19.84
"2014-08-18 15:30:00",422,12.5,13.61,9.76,56.44,10.91,53.4,873,136.4,748.1,35.6,2.685,218.7,15.14,0,14.96,10.84,19.94
"2014-08-18 15:40:00",423,12.51,13.66,10.15,54.07,11.08,51.82,852,133,674,35.81,4.469,218.2,31.68,0,15.21,11.05,19.99
"2014-08-18 15:50:00",424,12.51,13.73,9.98,51.43,10.72,48.54,825,128.4,643.2,40.44,3.489,220.8,27.77,0,15.39,11.3,20.06
"2014-08-18 16:00:00",425,12.51,13.71,10.46,52.82,11.2,50.17,797.2,124.3,643.2,34.55,3.097,206.3,21.48,0,15.58,11.52,19.98
"2014-08-18 16:10:00",426,12.51,13.66,10.18,47.42,11.07,45.13,778.8,122,640.3,35.39,3.881,232.4,25.54,0,15.69,11.67,19.89
